"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Yes i think so. I am in [[office]] but my [[lap]] is in room i [[think]] thats on for the last few [[days]]. I didnt shut that down","Yes i think so. I am in [[bureau]] but my [[erotic]] is in room i [[believe]] thats on for the last few [[dayѕ]]. I didnt shut that down",0.00014223858306650072,0.001717480830848217,0,0,0,46,"Failed"
"[[Yeah]] it's jus rite...","[[Yep]] it's jus rite...",0.0002692413399927318,0.00044679484562948346,0,0,0,10,"Failed"
"[[Hey]] mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ","[[Salut]] mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ",0.2922171950340271,0.7375885248184204,0,1,0,25,"Successful"
"[[I]] [[know]] you mood off today","[[l]] [[realise]] you mood off today",0.0002749113773461431,0.0019260563421994448,0,0,0,16,"Failed"
"Alrite jod [[hows]] the [[revision]] goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx","Alrite jod [[heres]] the [[revised]] goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx",0.019795270636677742,0.5031636357307434,0,1,0,34,"Successful"
"see, i knew giving you a [[break]] a few times woul lead to you [[always]] wanting to [[miss]] curfew. I was [[gonna]] gibe you 'til one, but a MIDNIGHT movie is not [[gonna]] [[get]] out til after 2. You [[need]] to come home. You need to getsleep and, if [[anything]], you need to b [[studdying]] [[ear]] [[training]].","see, i knew giving you a [[outage]] a few times woul lead to you [[alwaуs]] wanting to [[stewardess]] curfew. I was [[gonnɑ]] gibe you 'til one, but a MIDNIGHT movie is not [[want]] [[getting]] out til after 2. You [[needs]] to come home. You need to getsleep and, if [[anythig]], you need to b [[ѕtuddying]] [[er]] [[educational]].",0.00048476734082214534,0.43136921525001526,0,0,0,177,"Failed"
"[[Lol]] ... [[I]] knew that .... [[I]] saw him in the dollar store","[[Loⅼ]] ... [[l]] knew that .... [[yo]] saw him in the dollar store",0.00041911215521395206,0.012395179830491543,0,0,0,21,"Failed"
"We tried to call you re your reply to our sms for a [[video]] mobile [[750]] mins [[UNLIMITED]] [[TEXT]] free [[camcorder]] Reply or call now [[08000930705]] [[Del]] Thurs","We tried to call you re your reply to our sms for a [[videotaped]] mobile [[𝟕50]] mins [[UNBOUNDED]] [[TE]] [[XT]] free [[camera]] Reply or call now [[080009Ʒ0705]] [[Of]] Thurs",0.0039288997650146484,0.1340700387954712,1,1,1,73,"Failed"
"[[Hey]] [[gals]]...U all wanna meet 4 dinner at [[nÌÂte]]? ","[[Heу]] [[ɡals]]...U all wanna meet 4 dinner at [[nÌte]]? ",0.0007369466475211084,0.010337598621845245,0,0,0,38,"Failed"
"Aft i finish my [[lunch]] then i [[go]] str down lor. Ard 3 smth lor. U finish ur [[lunch]] [[already]]?","Aft i finish my [[supper]] then i [[ɡo]] str down lor. Ard 3 smth lor. U finish ur [[luոch]] [[aⅼready]]?",0.0002167698257835582,0.011974749155342579,0,0,0,63,"Failed"
"[[Y]] [[cant]] u try [[new]] invention to fly..i'm not joking.,","[[you]] [[can𝚝]] u try [[nouveau]] invention to fly..i'm not joking.,",0.013901927508413792,0.4132911264896393,0,0,0,27,"Failed"
"that [[would]] be [[good]] Û_ [[I'll]] phone you [[tomo]] lunchtime, shall I, to organise something?","that [[wold]] be [[gooԁ]] Û_ [[Il'l]] phone you [[vincent]] lunchtime, shall I, to organise something?",0.0001940663787536323,0.021975241601467133,0,0,0,37,"Failed"
"[[LOL]] that would be awesome payback.","[[LL]] that would be awesome payback.",0.00021523980831261724,0.0006116448203101754,0,0,0,11,"Failed"
"You'd like that wouldn't you? [[Jerk]]!","You'd like that wouldn't you? [[Jrek]]!",0.0003387628239579499,0.003428772557526827,0,0,0,9,"Failed"
"[[Yeah]] there's barely enough room for the two of us, x has too many [[fucking]] shoes. [[Sorry]] man, [[see]] you later","[[Yes]] there's barely enough room for the two of us, x has too many [[fcking]] shoes. [[Soⲅry]] man, [[admire]] you later",0.0002552104997448623,0.0030616845469921827,0,0,0,52,"Failed"
"HMV [[BONUS]] SPECIAL [[500]] pounds of [[genuine]] HMV [[vouchers]] to be won. [[Just]] answer 4 easy [[questions]]. [[Play]] Now! [[Send]] HMV to 86688 [[More]] info:www.100percent-real.com","HMV [[BO]] [[NUS]] SPECIAL [[Ƽ00]] pounds of [[authentic]] HMV [[vouche]] [[rs]] to be won. [[J]] [[ust]] answer 4 easy [[question]]. [[Paly]] Now! [[Sends]] HMV to 86688 [[Plus]] info:www.100percent-real.com",0.0023595690727233887,0.09697306156158447,1,1,1,99,"Failed"
"He remains a [[bro]] amongst bros","He remains a [[brо]] amongst bros",0.0009972284315153956,0.009317382238805294,0,0,0,17,"Failed"
"[[Do]] you [[want]] a [[New]] Nokia [[3510i]] [[colour]] [[phone]] [[DeliveredTomorrow]]? With 300 free minutes to any mobile + [[100]] free [[texts]] + Free Camcorder reply or [[call]] 08000930705","[[Does]] you [[wanna]] a [[Nw]] Nokia [[3]] [[510i]] [[colouⲅ]] [[phoոe]] [[DeliveredTоmorrow]]? With 300 free minutes to any mobile + [[l00]] free [[textbooks]] + Free Camcorder reply or [[calling]] 08000930705",0.004620671272277832,0.4798262119293213,1,1,1,109,"Failed"
"If you're not in my car in an hour and a [[half]] [[I'm]] going apeshit","If you're not in my car in an hour and a [[medium]] [[I'ｍ]] going apeshit",0.0001382663322146982,0.001525253988802433,0,0,0,22,"Failed"
"[[Cool]], text me when you head out","[[Cooⅼ]], text me when you head out",0.0009044820908457041,0.013626095838844776,0,0,0,9,"Failed"
"[[That's]] y i said it's [[bad]] [[dat]] all [[e]] gals know u... Wat u doing now?","[[Tha'ts]] y i said it's [[amiss]] [[kno]] all [[е]] gals know u... Wat u doing now?",0.00048689317191019654,0.0031275441870093346,0,0,0,37,"Failed"
"[[I]] know girls always safe and selfish know i got it [[pa]]. Thank you. [[good]] night.","[[l]] know girls always safe and selfish know i got it [[ap]]. Thank you. [[gooԁ]] night.",0.0009631738648749888,0.08454602211713791,0,0,0,34,"Failed"
"[[Ok]].. ÌÏ finishing soon?","[[Alright]].. ÌÏ finishing soon?",0.00037990265991538763,0.000815971870906651,0,0,0,9,"Failed"
"[[life]] alle mone,[[eppolum]] [[oru]] pole allalo","[[vie]] alle mone,[[epрolum]] [[оru]] pole allalo",0.006483826320618391,0.21665769815444946,0,0,0,18,"Failed"
"If i let you do this, i [[want]] you in the [[house]] by 8am.","If i let you do this, i [[wan𝚝]] you in the [[dwelling]] by 8am.",0.00045245213550515473,0.0018192310817539692,0,0,0,24,"Failed"
"Daddy will take good [[care]] of you :)","Daddy will take good [[cre]] of you :)",0.0007252945797517896,0.006744139362126589,0,0,0,12,"Failed"
"Buy Space Invaders 4 a [[chance]] 2 [[win]] [[orig]] Arcade [[Game]] [[console]]. [[Press]] 0 for Games Arcade ([[std]] [[WAP]] [[charge]]) [[See]] [[o2]].co.uk/games 4 Terms + settings. No [[purchase]]","Buy Space Invaders 4 a [[luck]] 2 [[wіn]] [[oirg]] Arcade [[Gae]] [[chessboard]]. [[Pⲅess]] 0 for Games Arcade ([[sd]] [[MODEM]] [[indict]]) [[Sеe]] [[о2]].co.uk/games 4 Terms + settings. No [[pucrhase]]",0.004907786846160889,0.3486137390136719,1,1,1,168,"Failed"
"Just do what [[ever]] is easier for you","Just do what [[permanently]] is easier for you",0.0007276582764461637,0.003064468502998352,0,0,0,13,"Failed"
"But i have to. I like to have [[love]] and arrange.","But i have to. I like to have [[ⅼove]] and arrange.",0.00013330200454220176,0.0004358494479674846,0,0,0,17,"Failed"
"HI DARLIN I [[HOPE]] YOU HAD [[A]] NICE NIGHT I [[WISH]] [[I]] HAD COME [[CANT]] WAIT TO SEE YOU LOVE FRAN PS [[I]] WANT DIRTY [[ANAL]] SEX AND I WANT A 10 [[MAN]] GANG BANG","HI DARLIN I [[HOPED]] YOU HAD [[by]] NICE NIGHT I [[WSH]] [[yo]] HAD COME [[CAT]] WAIT TO SEE YOU LOVE FRAN PS [[yo]] WANT DIRTY [[SODOMY]] SEX AND I WANT A 10 [[M]] [[AN]] GANG BANG",0.011477591469883919,0.5306059122085571,0,1,0,82,"Successful"
"[[Goodmorning]], Today i am late for  &lt;#&gt; min.","[[Goodｍorning]], Today i am late for  &lt;#&gt; min.",0.0002071132475975901,0.002675446914508939,0,0,0,16,"Failed"
"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune","As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune",0.5512152910232544,0.5512152910232544,1,1,0,1,"Skipped"
"[[I]] [[wish]] u were here. [[I]] feel so alone","[[l]] [[wsh]] u were here. [[yo]] feel so alone",0.00046085580834187567,0.011041856370866299,0,0,0,22,"Failed"
"[[Awesome]] question with a cute answer: Someone asked a boy \how is ur life?\"" . . [[He]] [[smiled]] &amp; answered: . . \""She is [[fine]]!\"" Gudnite""","[[Magnificent]] question with a cute answer: Someone asked a boy \how is ur life?\"" . . [[Hе]] [[ѕmiled]] &amp; answered: . . \""She is [[belle]]!\"" Gudnite""",0.004985022358596325,0.5538219213485718,0,1,0,62,"Successful"
"Ur HMV [[Quiz]] [[cash-balance]] is [[currently]] å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg","Ur HMV [[Quіz]] [[csh-balance]] is [[curren𝚝ly]] å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg",0.010326862335205078,0.5160293579101562,1,0,1,50,"Successful"
"So [[wat's]] [[da]] decision?","So [[wa'ts]] [[dɑ]] decision?",0.010403596796095371,0.09527140110731125,0,0,0,9,"Failed"
"K.k:)[[advance]] happy pongal.","K.k:)[[adѵance]] happy pongal.",0.0010976382764056325,0.001490070135332644,0,0,0,28,"Failed"
"[[Unless]] it's a [[situation]] where YOU [[GO]] GURL would be more appropriate","[[Unleѕs]] it's a [[situations]] where YOU [[GOES]] GURL would be more appropriate",0.001387774245813489,0.02362867258489132,0,0,0,26,"Failed"
"Honeybee Said: *[[I'm]] d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* [[MORAL]]: Even GOD [[Can]] [[Crack]] Jokes! GM+GN+GE+GN:)","Honeybee Said: *[[I'ｍ]] d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* [[MORALLY]]: Even GOD [[Caո]] [[Crɑck]] Jokes! GM+GN+GE+GN:)",0.0229532141238451,0.550963282585144,0,1,0,60,"Successful"
"THATåÕS [[ALRITE]] GIRL, [[U]] KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT [[WORRY]].C U [[L8TR]] HUN!LOVE Yaxxx","THATåÕS [[ALIRTE]] GIRL, [[yu]] KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT [[W]] [[ORRY]].C U [[L]] [[8TR]] HUN!LOVE Yaxxx",0.024739857763051987,0.5856022238731384,0,1,0,43,"Successful"
"[[WINNER]]!! [[As]] a valued network customer you have been [[selected]] to receivea å£900 [[prize]] reward! [[To]] claim call [[09061701461]]. [[Claim]] code KL341. Valid [[12]] [[hours]] only.","[[WINER]]!! [[Since]] a valued network customer you have been [[selecetd]] to receivea å£900 [[prie]] reward! [[Of]] claim call [[0906l701461]]. [[Claiming]] code KL341. Valid [[l2]] [[hourly]] only.",0.004067540168762207,0.4465017318725586,1,1,1,90,"Failed"
"[[There's]] [[someone]] here that has a [[year]]  &[[lt]];#&gt;  [[toyota]] camry [[like]] [[mr]] [[olayiwola's]] own. [[Mileage]] is  &[[lt]];#&[[gt]]; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it [[sell]]. [[Holla]] back.","[[Theⲅe's]] [[ѕomeone]] here that has a [[yеar]]  &[[lieutenants]];#&gt;  [[tooyta]] camry [[li𝒌e]] [[olli]] [[olaiywola's]] own. [[Milea]] [[ge]] is  &[[l𝚝]];#&[[ɡt]]; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it [[selⅼ]]. [[Hlla]] back.",0.005537495948374271,0.3032692074775696,0,0,0,174,"Failed"
"Ma [[head]] dey swell [[oh]]. Thanks for making my [[day]]","Ma [[hеad]] dey swell [[oհ]]. Thanks for making my [[days]]",7.295465184142813e-05,0.0008316525490954518,0,0,0,42,"Failed"
"[[Ok]]... [[Take]] ur time n enjoy ur dinner...","[[O𝒌]]... [[Taking]] ur time n enjoy ur dinner...",0.0002158635761588812,0.003375792410224676,0,0,0,16,"Failed"
"Sad story of a Man - Last week was my b'day. My Wife did'nt [[wish]] me. [[My]] Parents [[forgot]] [[n]] so did my Kids . I went to [[work]]. Even my Colleagues did not wish. As I entered my [[cabin]] my [[PA]] [[said]], '' Happy B'day [[Boss]] !!''. [[I]] felt special. She askd me 4 [[lunch]]. After [[lunch]] she invited me to her apartment. We went there. She said,'' do u [[mind]] if I [[go]] into the bedroom for a [[minute]] ? '' ''OK'', I [[sed]] in a sexy mood. She came out 5 [[minuts]] [[latr]] wid a cake...n My Wife, My Parents, My Kidz, My [[Friends]] n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","Sad story of a Man - Last week was my b'day. My Wife did'nt [[wisհ]] me. [[Mia]] Parents [[forgo𝚝]] [[percent]] so did my Kids . I went to [[wоrk]]. Even my Colleagues did not wish. As I entered my [[caibn]] my [[AP]] [[s]] [[aid]], '' Happy B'day [[Bos]] !!''. [[yo]] felt special. She askd me 4 [[luոch]]. After [[lunϲh]] she invited me to her apartment. We went there. She said,'' do u [[intellect]] if I [[partir]] into the bedroom for a [[moment]] ? '' ''OK'', I [[thirst]] in a sexy mood. She came out 5 [[mniuts]] [[ltr]] wid a cake...n My Wife, My Parents, My Kidz, My [[Chums]] n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0.002282416447997093,0.564663290977478,0,1,0,278,"Successful"
"Ok thanx... [[Take]] care then...","Ok thanx... [[Pick]] care then...",0.0001159001185442321,0.0003555601288098842,0,0,0,13,"Failed"
"[[K]]:)eng rocking in ashes:)","[[potash]]:)eng rocking in ashes:)",0.0023248593788594007,0.005056608002632856,0,0,0,23,"Failed"
"I'm [[home]]...","I'm [[domicile]]...",0.0005145586910657585,0.0008799788192845881,0,0,0,5,"Failed"
"[[wiskey]] Brandy [[Rum]] [[Gin]] Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""","[[wiskeу]] Brandy [[Bbs]] [[Leek]] Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0.03677206486463547,0.4358263313770294,0,0,0,36,"Failed"
"Now [[thats]] [[going]] to ruin your thesis!","Now [[thɑts]] [[gоing]] to ruin your thesis!",0.009590111672878265,0.1380942016839981,0,0,0,34,"Failed"
"[[Lemme]] know when you're here","[[Aight]] know when you're here",8.43842135509476e-05,0.00025829512742348015,0,0,0,4,"Failed"
"1Apple/Day=No [[Doctor]]. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)","1Apple/Day=No [[Doctоr]]. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)",0.19308140873908997,0.5658074021339417,0,1,0,45,"Successful"
"[[yay]]! finally [[lol]]. i missed our cinema trip last week :-(","[[hooray]]! finally [[lola]]. i missed our cinema trip last week :-(",0.002010814845561981,0.14467096328735352,0,0,0,24,"Failed"
"How did you find out in a [[way]] that didn't [[include]] all of these [[details]]","How did you find out in a [[manner]] that didn't [[incorporating]] all of these [[information]]",0.10011907666921616,0.3998112380504608,0,0,0,30,"Failed"
"Great. [[Hope]] you are using your connections from mode men also cos you can [[never]] know why old friends can lead you to today","Great. [[Hoe]] you are using your connections from mode men also cos you can [[nеver]] know why old friends can lead you to today",0.05484447628259659,0.5337860584259033,0,1,0,39,"Successful"
"For fear of fainting with the of all that [[housework]] you just did? Quick have a [[cuppa]]","For fear of fainting with the of all that [[households]] you just did? Quick have a [[teatime]]",0.0029503076802939177,0.021646680310368538,0,0,0,25,"Failed"
"[[Am]] I the only [[one]] who doesn't stalk profiles?","[[Aｍ]] I the only [[o]] [[ne]] who doesn't stalk profiles?",0.0015222984366118908,0.005450828466564417,0,0,0,20,"Failed"
"Aiyar u so poor [[thing]]... I give u my support [[k]]... Jia you! I'll think of u...","Aiyar u so poor [[gimmick]]... I give u my support [[potash]]... Jia you! I'll think of u...",0.00011055328650400043,0.0015050082001835108,0,0,0,36,"Failed"
"Okie... Thanx...","Okie... Thanx...",0.0011464416747912765,0.0011464416747912765,0,0,0,7,"Failed"
"Sorry, [[I'll]] call later","Sorry, [[I'l]] call later",0.002751232823356986,0.005908612627536058,0,0,0,8,"Failed"
"Mum say we wan to go then [[go]]... [[Then]] she can shun [[bian]] watch [[da]] glass exhibition... ","Mum say we wan to go then [[gо]]... [[Subsequently]] she can shun [[biɑn]] watch [[solicitor]] glass exhibition... ",0.000494736188556999,0.024384910240769386,0,0,0,47,"Failed"
"[[Did]] you say bold, then [[torch]] [[later]]. Or one torch and 2bold?","[[Dіd]] you say bold, then [[flashlight]] [[subsequent]]. Or one torch and 2bold?",0.055089931935071945,0.39600759744644165,0,0,0,36,"Failed"
"Not yet chikku..wat [[abt]] u?","Not yet chikku..wat [[ɑbt]] u?",0.0012018042616546154,0.005783901084214449,0,0,0,8,"Failed"
"[[What]] was she looking for?","[[Whereof]] was she looking for?",0.008840378373861313,0.01206457894295454,0,0,0,10,"Failed"
"Shopping? [[Eh]] [[ger]] i toking [[abt]] syd leh...Haha","Shopping? [[Eհ]] [[germany]] i toking [[a]] [[bt]] syd leh...Haha",0.000663952378090471,0.025932691991329193,0,0,0,28,"Failed"
